id	resource	problem	wikidata_id	id_wiki	wiki_address	label_en	description_english	description_german	commons_url	HDS ID	GND ID	date of birth	date of death	place of birth	coordinate_location_birth	place of death	coordinate location
2984	/m/01g26y		Donato Bramante	Q7793	https://www.wikidata.org/wiki/Q7793	Donato Bramante	architect, sculptor, graphic artist, fresco painter, painter	italienischer Baumeister	https://upload.wikimedia.org/wikipedia/commons/3/35/Donato_Bramante.jpg		11851427X	1444-01-01T00:00:00Z	1514-04-11T00:00:00Z	Fermignano	43.676616666667,12.645038888889	Rome	41.893055555556,12.482777777778
2069	/m/0mdgh		Filippo Brunelleschi	Q174330	https://www.wikidata.org/wiki/Q174330	Filippo Brunelleschi	Italian architect, sculptor and engineer	italienischer Renaissancearchitekt und -bildhauer	https://upload.wikimedia.org/wikipedia/commons/d/d3/Masaccio%2C_cappella_brancacci%2C_san_pietro_in_cattedra._ritratto_di_filippo_brunelleschi.jpg		118516086	1377-01-01T00:00:00Z	1446-04-15T00:00:00Z	Florence	43.771388888889,11.254166666667	Rome	41.893055555556,12.482777777778
												1376-01-01T00:00:00Z	1445-01-01T00:00:00Z				
													1446-01-01T00:00:00Z				
													1446-04-15T00:00:00Z				
1330	http://purl.org/net7/korbo2/ite/m/1330		Julius Caesar	Q1048	https://www.wikidata.org/wiki/Q1048	Julius Caesar	Roman politician and general	römischer Staatsmann, Feldherr und Autor	https://upload.wikimedia.org/wikipedia/commons/8/8f/Gaius_Iulius_Caesar_%28Vatican_Museum%29.jpg	10301	118518275	0100-07-01T00:00:00Z	0144-03-15T00:00:00Z	Rome	41.893055555556,12.482777777778	Rome	41.893055555556,12.482777777778
																Theatre of Pompey	41.89527778,12.47361111
2255	/m/0wg4		Antonio Canova	Q5547	https://www.wikidata.org/wiki/Q5547	Antonio Canova	Italian sculptor from the Republic of Venice who became famous for his marble sculptures that delicately rendered nude flesh	italienischer Bildhauer	https://upload.wikimedia.org/wikipedia/commons/6/6b/Antonio_Canova_Selfportrait_1792.jpg		118518860	1757-11-01T00:00:00Z	1822-10-13T00:00:00Z	Possagno	45.85,11.883333333333	Venice	45.439722222222,12.331944444444
2791	/m/020bg		Caravaggio	Q42207	https://www.wikidata.org/wiki/Q42207	Caravaggio	Italian painter	Italienischer Maler	https://upload.wikimedia.org/wikipedia/commons/7/73/Bild-Ottavio_Leoni%2C_Caravaggio.jpg		118519034	1571-09-29T00:00:00Z	1610-07-18T00:00:00Z	Milan	45.464161,9.190336	Porto Ercole	42.393888888889,11.203611111111
2123			Annibale Carracci	Q7824	https://www.wikidata.org/wiki/Q7824	Annibale Carracci	Bolognese painter of the Baroque	italienischer Maler und Kupferstecher	https://upload.wikimedia.org/wikipedia/commons/8/8a/Annibale_Carracci_-_Self-portrait.jpg		118519255	1560-11-03T00:00:00Z	1609-07-15T00:00:00Z	Bologna	44.493888888889,11.342777777778	Rome	41.893055555556,12.482777777778
960	/m/0kqp0		Lucas Cranach the Elder	Q191748	https://www.wikidata.org/wiki/Q191748	Lucas Cranach the Elder	German Renaissance painter and printmaker in woodcut and engraving	deutscher Maler und Grafiker	https://upload.wikimedia.org/wikipedia/commons/2/22/Lucas_Cranach_d._%C3%84._063.jpg		118522582	1472-10-04T00:00:00Z	1553-10-16T00:00:00Z	Kronach	50.241111111111,11.328055555556	Weimar	50.983333333333,11.316666666667
												1472-01-01T00:00:00Z	1553-01-01T00:00:00Z				
2835	/m/028p0		Dante Alighieri	Q1067	https://www.wikidata.org/wiki/Q1067	Dante Alighieri	Italian poet	italienischer Dichter und Philosoph	https://upload.wikimedia.org/wikipedia/commons/6/6f/Portrait_de_Dante.jpg		118523708	1265-05-01T00:00:00Z	1321-09-14T00:00:00Z	Florence	43.771388888889,11.254166666667	Ravenna	44.417777777778,12.199444444444
235	/m/017jkk		Georg Dehio	Q896685	https://www.wikidata.org/wiki/Q896685	Georg Dehio	German art historian				11852433X	1850-11-22T00:00:00Z	1932-03-19T00:00:00Z	Tallinn	59.437222222222,24.745	Tübingen	48.52,9.0555555555556
2062			René Descartes	Q9191	https://www.wikidata.org/wiki/Q9191	René Descartes	French philosopher, mathematician, and scientist	französischer Philosoph, Mathematiker und Naturwissenschaftler	https://upload.wikimedia.org/wikipedia/commons/7/73/Frans_Hals_-_Portret_van_Ren%C3%A9_Descartes.jpg		118524844	1596-03-31T00:00:00Z	1650-02-11T00:00:00Z	Descartes	46.973611111111,0.69777777777778	Stockholm	59.329444444444,18.068611111111
616	/m/0t5bpyn		Josef Wolfgang Von Deschwanden	Q52154868	https://www.wikidata.org/wiki/Q52154868	Josef Wolfgang Von Deschwanden					118524879	1819-01-01T00:00:00Z	1866-01-01T00:00:00Z				
2798	/m/09gbf		Gaetano Donizetti	Q101698	https://www.wikidata.org/wiki/Q101698	Gaetano Donizetti	Italian opera composer	italienischer Komponist	https://upload.wikimedia.org/wikipedia/commons/a/a4/Gaetano_Donizetti_2.jpg		118526731	1797-11-29T00:00:00Z	1848-04-08T00:00:00Z	Bergamo	45.695,9.67	Bergamo	45.695,9.67
2871	/m/01b38r		Johann Gustav Droysen	Q60217	https://www.wikidata.org/wiki/Q60217	Johann Gustav Droysen	German historian	deutscher Historiker und Politiker der Frankfurter Nationalversammlung	https://upload.wikimedia.org/wikipedia/commons/9/9e/Johann_Gustav_Droysen_-_Imagines_philologorum.jpg		11852755X	1808-07-06T00:00:00Z	1884-06-19T00:00:00Z	Trzebiatów	54.057222222222,15.278611111111	Berlin	52.516666666667,13.383333333333
2950	/m/02_mnd		Elizabeth	Q235849	https://www.wikidata.org/wiki/Q235849	Elizabeth	mother of John the Baptist and the wife of Zacharias/Zachary, according to the Gospel of Luke	Mutter Johannes des Täufers	https://upload.wikimedia.org/wikipedia/commons/4/4d/Champaigne_visitation.jpg		118529862	0100-01-01T00:00:00Z	0100-01-01T00:00:00Z	Hebron	31.535,35.098611111111		
2466	/m/02nyz		Euripides	Q48305	https://www.wikidata.org/wiki/Q48305	Euripides	ancient Athenian playwright	klassischer griechischer Dichter	https://upload.wikimedia.org/wikipedia/commons/4/4a/Euripides_Pio-Clementino_Inv302.jpg		118531395	0480-01-01T00:00:00Z	0406-01-01T00:00:00Z	Salamis Island	37.965555555556,23.493055555556	Pella	40.76,22.519167
2094	/m/0ck2w		Jan van Eyck	Q102272	https://www.wikidata.org/wiki/Q102272	Jan van Eyck	Flemish painter	flämischer Maler des Spätmittelalters	https://upload.wikimedia.org/wikipedia/commons/8/8b/Portrait_of_a_Man_by_Jan_van_Eyck-small.jpg		118531557	1390-01-01T00:00:00Z	1441-07-09T00:00:00Z	Flanders	51,4.5	Bruges	51.209444444444,3.22
												1385-01-01T00:00:00Z					
2061			Gustave Flaubert	Q43444	https://www.wikidata.org/wiki/Q43444	Gustave Flaubert	French writer	französischer Schriftsteller (1821–1880)	https://upload.wikimedia.org/wikipedia/commons/c/c6/Gustave_flaubert.jpg		118533754	1821-12-12T00:00:00Z	1880-05-08T00:00:00Z	Rouen	49.443055555556,1.1025	Croisset	49.441329,1.038423
2948	/m/032p8		Francis of Assisi	Q676555	https://www.wikidata.org/wiki/Q676555	Francis of Assisi	Catholic saint and founder of the Franciscan Order	Ordensgründer und Heiliger der römisch-katholischen Kirche	https://upload.wikimedia.org/wikipedia/commons/f/f2/Cimabue_Saint_Francis_Fragment.jpg		118534963	1182-01-01T00:00:00Z	1226-10-03T00:00:00Z	Assisi	43.07,12.6175	Portiuncula	43.058196,12.580268
578	/m/075ws9		Frederick I, Grand Duke of Baden	Q57483	https://www.wikidata.org/wiki/Q57483	Frederick I, Grand Duke of Baden	sixth Grand Duke of Baden from 1856 to 1907	Großherzog von Baden (1856–1907)	https://upload.wikimedia.org/wikipedia/commons/d/d5/FrederikIB.jpg		118535633	1826-09-09T00:00:00Z	1907-09-28T00:00:00Z	Karlsruhe	49.016666666667,8.4	Mainau	47.705,9.195278
2671			Frederick I, Grand Duke of Baden	Q57483	https://www.wikidata.org/wiki/Q57483	Frederick I, Grand Duke of Baden	sixth Grand Duke of Baden from 1856 to 1907	Großherzog von Baden (1856–1907)	https://upload.wikimedia.org/wikipedia/commons/d/d5/FrederikIB.jpg		118535633	1826-09-09T00:00:00Z	1907-09-28T00:00:00Z	Karlsruhe	49.016666666667,8.4	Mainau	47.705,9.195278
104225			Frederick I, Grand Duke of Baden	Q57483	https://www.wikidata.org/wiki/Q57483	Frederick I, Grand Duke of Baden	sixth Grand Duke of Baden from 1856 to 1907	Großherzog von Baden (1856–1907)	https://upload.wikimedia.org/wikipedia/commons/d/d5/FrederikIB.jpg		118535633	1826-09-09T00:00:00Z	1907-09-28T00:00:00Z	Karlsruhe	49.016666666667,8.4	Mainau	47.705,9.195278
2584	/m/0h_m2		Frederick II, Holy Roman Emperor	Q130221	https://www.wikidata.org/wiki/Q130221	Frederick II, Holy Roman Emperor	1194 – 1250, Holy Roman Emperor of the Middle Ages	König von Sizilien, Römisch-deutscher König, Kaiser des römisch-deutschen Reiches,	https://upload.wikimedia.org/wikipedia/commons/d/db/Frederick_II_and_eagle.jpg	29200	118535765	1194-12-26T00:00:00Z	1250-12-13T00:00:00Z	Iesi	43.522788888889,13.24395	Fiorentino	41.60611111,15.26222222
2710	/m/033t_		Frederick William I of Prussia	Q105013	https://www.wikidata.org/wiki/Q105013	Frederick William I of Prussia	King of Prussia	König in Preußen (1713–1740)	https://upload.wikimedia.org/wikipedia/commons/8/86/Antoine_pesne_friedrich_wil.jpg		118535978	1688-08-14T00:00:00Z	1740-05-31T00:00:00Z	Berlin	52.516666666667,13.383333333333	City Palace	52.394722,13.060556
												1688-08-15T00:00:00Z					
2632	/m/01g5_w		Frederick William III of Prussia	Q37134	https://www.wikidata.org/wiki/Q37134	Frederick William III of Prussia	King of Prussia	König von Preußen (1797–1840); Kurfürst von Brandenburg (1797–1806); Markgraf von Brandenburg (1797–1815)	https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg		118535986	1770-08-03T00:00:00Z	1840-06-07T00:00:00Z	Potsdam	52.4,13.066666666667	Berlin	52.516666666667,13.383333333333
103074	/m/0x1lphc		Pomponius Gauricus	Q205847	https://www.wikidata.org/wiki/Q205847	Pomponius Gauricus	Italian sculptor	italienischer Kunsttheoretiker der Renaissance	https://upload.wikimedia.org/wikipedia/commons/e/e2/Pomponio_Gaurico.jpg		118537865	1481-01-01T00:00:00Z	1530-01-01T00:00:00Z	Giffoni Valle Piana	40.716666666667,14.933333333333	Castellammare di Stabia	40.7,14.483333333333
2683	/m/011kr6		Giorgione	Q8459	https://www.wikidata.org/wiki/Q8459	Giorgione	Venetian Renaissance painter	italienischer Maler der Renaissance	https://upload.wikimedia.org/wikipedia/commons/4/4c/Giorgione_059.jpg		118539469	1478-01-01T00:00:00Z	1510-01-01T00:00:00Z	Castelfranco Veneto	45.666666666667,11.933333333333	Venice	45.439722222222,12.331944444444
2057	/m/042q3		Johann Wolfgang von Goethe	Q5879	https://www.wikidata.org/wiki/Q5879	Johann Wolfgang von Goethe	German writer, artist and politician	deutscher Dichter, Dramatiker und Naturforscher	https://upload.wikimedia.org/wikipedia/commons/0/0e/Goethe_%28Stieler_1828%29.jpg	11638	118540238	1749-08-28T00:00:00Z	1832-03-22T00:00:00Z	Frankfurt	50.113611111111,8.6797222222222	Weimar	50.983333333333,11.316666666667
104924			Hendrik Goltzius	Q165367	https://www.wikidata.org/wiki/Q165367	Hendrik Goltzius	painter from the Northern Netherlands	niederländischer Maler und Kupferstecher	https://upload.wikimedia.org/wikipedia/commons/8/81/Hendrick_Goltzius_-_Self-Portrait%2C_c._1593-1594_-_Google_Art_Project.jpg		118540610	1558-02-01T00:00:00Z	1617-01-01T00:00:00Z	Bracht	51.2819,6.19778	Haarlem	52.380277777778,4.6405555555556
1884	/m/011y7j		Ferdinand Gregorovius	Q61425	https://www.wikidata.org/wiki/Q61425	Ferdinand Gregorovius	German historian	deutscher Schriftsteller und Historiker	https://upload.wikimedia.org/wikipedia/commons/4/48/Gregorovius_ferdinand.jpg		118541951	1821-01-19T00:00:00Z	1891-05-01T00:00:00Z	Nidzica	53.358333333333,20.425	Munich	48.137194444444,11.5755
															53.36052,20.42749		
934	http://purl.org/net7/korbo2/ite/m/934		Jacob Grimm	Q6701	https://www.wikidata.org/wiki/Q6701	Jacob Grimm	German philologist, linguist, jurist and mythologist	deutscher Sprach- und Literaturwissenschaftler sowie Jurist, Begründer der deutschen Philologie und Altertumswissenschaft	https://upload.wikimedia.org/wikipedia/commons/9/9a/JacobGrimm.jpg		118542257	1785-01-04T00:00:00Z	1863-09-20T00:00:00Z	Hanau	50.133333333333,8.9166666666667	Berlin	52.516666666667,13.383333333333
1429	http://purl.org/net7/korbo2/ite/m/1429		Mathias Grünewald	Q154338	https://www.wikidata.org/wiki/Q154338	Mathias Grünewald	German Renaissance painter	deutscher Maler, Graphiker, Baumeister und Wasserkunstmacher	https://upload.wikimedia.org/wikipedia/commons/7/7c/Joachim_von_Sandrart-Teutsche_Academie_der_Edlen_Bau_Bild_und_Mahlerey-Kuenste-Matthias_Gruenewald-1679.jpg		118542907	1480-01-01T00:00:00Z	1528-08-31T00:00:00Z	Würzburg	49.794444444444,9.9294444444444	Halle (Saale)	51.483055555556,11.971944444444
												1455-01-01T00:00:00Z	1528-01-01T00:00:00Z				
1742	/m/0fv81f		Ola Hansson	Q2017855	https://www.wikidata.org/wiki/Q2017855	Ola Hansson	Swedish writer and critic	schwedischer Schriftsteller	https://upload.wikimedia.org/wikipedia/commons/b/b5/Hansson%2C_Ola_-_portr%C3%A4tt_-_AF.jpg		11854585X	1860-11-12T00:00:00Z	1925-09-26T00:00:00Z	Sweden	61,15	Bosporus	41.119444444444,29.075277777778
2707	/m/01k4c7		Adolf von Harnack	Q164699	https://www.wikidata.org/wiki/Q164699	Adolf von Harnack	German theologian and prominent church historian	protestantischer Theologe und Kirchenhistoriker	https://upload.wikimedia.org/wikipedia/commons/3/3d/Adolf_Harnack.jpg		118546058	1851-05-07T00:00:00Z	1930-06-10T00:00:00Z	Tartu	58.38,26.7225	Heidelberg	49.412222222222,8.71
2647	/m/042pm		Jerome	Q44248	https://www.wikidata.org/wiki/Q44248	Jerome	Catholic saint and Doctor of the Church	Kirchenvater, Heiliger, Gelehrter und Theologe der alten Kirche	https://upload.wikimedia.org/wikipedia/commons/3/3a/Bemberg_Fondation_Toulouse_-_Saint_J%C3%A9r%C3%B4me_-_Bruzzi_Ca_1580_-_peinture_sur_cuivre_Inv.1007_45x40.jpg		118550853	0345-01-01T00:00:00Z	0420-09-30T00:00:00Z	Stridon		Bethlehem	31.704444444444,35.206111111111
2037	/m/02rp6		E. T. A. Hoffmann	Q150471	https://www.wikidata.org/wiki/Q150471	E. T. A. Hoffmann	German Romantic author	deutscher Schriftsteller der Romantik, Jurist, Komponist, Musikkritiker, Zeichner und Karikaturist	https://upload.wikimedia.org/wikipedia/commons/5/5a/E._T._A._Hoffmann%2C_autorretrato.jpg		118552465	1776-01-24T00:00:00Z	1822-06-25T00:00:00Z	Königsberg	54.716666666667,20.516666666667	Berlin	52.516666666667,13.383333333333
964	http://purl.org/net7/korbo2/ite/m/964		Hans Holbein	Q48319	https://www.wikidata.org/wiki/Q48319	Hans Holbein	German artist and printmaker	deutscher Maler	https://upload.wikimedia.org/wikipedia/commons/d/d7/Hans_Holbein_the_Younger%2C_self-portrait.jpg	18297	118552953	1497-01-01T00:00:00Z	1545-11-29T00:00:00Z	Augsburg	48.371666666667,10.898333333333	London	51.507222222222,-0.1275
													1543-01-01T00:00:00Z				
2797	/m/01vh096		Victor Hugo	Q535	https://www.wikidata.org/wiki/Q535	Victor Hugo	French poet, novelist, and dramatist	französischer Poet und Autor	https://upload.wikimedia.org/wikipedia/commons/2/25/Victor_Hugo_001.jpg	11461	118554654	1802-02-26T00:00:00Z	1885-05-22T00:00:00Z	birthhouse of Victor Hugo	47.2348,6.02918	Paris	48.856577777778,2.3518277777778
1279	http://purl.org/net7/korbo2/ite/m/1279		Ignatius of Loyola	Q44281	https://www.wikidata.org/wiki/Q44281	Ignatius of Loyola	Catholic Saint, founder of the Society of Jesus (the Jesuits)	Gründer der später auch als Jesuitenorden bezeichneten Gesellschaft Jesu	https://upload.wikimedia.org/wikipedia/commons/1/15/St_Ignatius_of_Loyola_%281491-1556%29_Founder_of_the_Jesuits.jpg		118555359	1491-10-23T00:00:00Z	1556-07-31T00:00:00Z	Loyola	43.1711,-2.27806	Rome	41.893055555556,12.482777777778
														Holy House			
2670	/m/0c08y		Joseph	Q128267	https://www.wikidata.org/wiki/Q128267	Joseph	Christian saint; husband of Mary and stepfather of Jesus	Ehemann Marias, der Mutter Jesu	https://upload.wikimedia.org/wikipedia/commons/e/eb/Saint_Joseph_with_the_Infant_Jesus_by_Guido_Reni%2C_c_1635.jpg		118558382	0100-01-01T00:00:00Z	0100-01-01T00:00:00Z	Nazareth	32.702102777778,35.29785	Nazareth	32.702102777778,35.29785
2928	/m/01mhc		Charlemagne	Q3044	https://www.wikidata.org/wiki/Q3044	Charlemagne	King of the Franks, King of Italy, and Holy Roman Emperor	König des Fränkischen Reiches und römischer Kaiser	https://upload.wikimedia.org/wikipedia/commons/3/32/D%C3%BCrer_karl_der_grosse.jpg	20775	118560034	0748-04-02T00:00:00Z	0814-01-28T00:00:00Z	Francia		Aachen	50.776207,6.083788
												0742-01-01T00:00:00Z					
												0747-01-01T00:00:00Z					
												0742-04-06T00:00:00Z					
												0747-04-02T00:00:00Z					
2650	/m/0lrj4		Catherine of Alexandria	Q179718	https://www.wikidata.org/wiki/Q179718	Catherine of Alexandria	Egyptian missionary, saint depicted with a wheel	frühchristliche Jungfrau und Märtyrin, Heilige	https://upload.wikimedia.org/wikipedia/commons/c/c7/Michelangelo_Caravaggio_060.jpg		118560573	0287-01-01T00:00:00Z	0305-01-01T00:00:00Z	Alexandria	31.2,29.916666666667	Alexandria	31.2,29.916666666667
184	/m/01306t		Gottfried Keller	Q122370	https://www.wikidata.org/wiki/Q122370	Gottfried Keller	Swiss novelist, poet and playwright	Schweizer Schriftsteller, Dichter und Maler	https://upload.wikimedia.org/wikipedia/commons/1/17/Gottfried_Keller_1860.jpeg	12024	11856109X	1819-07-19T00:00:00Z	1890-07-15T00:00:00Z	Zürich	47.378611111111,8.54	Zürich	47.378611111111,8.54
103277			Justinus Kerner	Q77280	https://www.wikidata.org/wiki/Q77280	Justinus Kerner	German poet and medical writer	deutscher Dichter, Arzt und medizinischer Schriftsteller	https://upload.wikimedia.org/wikipedia/commons/c/c7/Justinus_Kerner_1852_von_Ottavio_d%27Albuzzi_2.jpg		118561545	1786-09-18T00:00:00Z	1862-02-21T00:00:00Z	Ludwigsburg	48.8975,9.1919444444444	Weinsberg	49.151944444444,9.2858333333333
192	/m/015vty		Gottfried Kinkel	Q68325	https://www.wikidata.org/wiki/Q68325	Gottfried Kinkel	German author and politician	deutscher Theologe, Schriftsteller und Politiker	https://upload.wikimedia.org/wikipedia/commons/6/64/ETH-BIB-Kinkel%2C_Gottfried_%281815-1882%29-Portrait-Portr_00159.tif_%28cropped%29.jpg	28078	11856224X	1815-08-11T00:00:00Z	1882-11-13T00:00:00Z	Oberkassel	50.713888888889,7.1666666666667	Zürich	47.378611111111,8.54
2952	/m/01q_gp		Clare of Assisi	Q191107	https://www.wikidata.org/wiki/Q191107	Clare of Assisi	Italian saint	Gründerin des Ordens der Klarissen	https://upload.wikimedia.org/wikipedia/commons/f/fd/Simone_Martini_047.jpg		118562746	1193-01-01T00:00:00Z	1253-08-11T00:00:00Z	Assisi	43.07,12.6175	San Damiano	43.061667,12.618056
1400	http://purl.org/net7/korbo2/ite/m/1400		Moritz Lazarus	Q544428	https://www.wikidata.org/wiki/Q544428	Moritz Lazarus	German psychologist and philosopher	deutscher Psychologe	https://upload.wikimedia.org/wikipedia/commons/4/4b/MoritzLazarusFotoGebrSiebeLeipzigUm1870.jpg	11668	118570439	1824-09-15T00:00:00Z	1903-04-13T00:00:00Z	Wieleń	52.892222222222,16.173611111111	Merano	46.668888888889,11.163888888889
															52.89461,16.17136		
1255	http://purl.org/net7/korbo2/ite/m/1255		Gotthold Ephraim Lessing	Q34628	https://www.wikidata.org/wiki/Q34628	Gotthold Ephraim Lessing	writer, philosopher, publicist, and art critic (1729–1781)	deutscher Dichter der Aufklärung	https://upload.wikimedia.org/wikipedia/commons/6/63/Gotthold_Ephraim_Lessing_Kunstsammlung_Uni_Leipzig.jpg		118572121	1729-01-22T00:00:00Z	1781-02-15T00:00:00Z	Kamenz	51.266666666667,14.1	Brunswick	52.269166666667,10.521111111111
2184			Claude Lorrain	Q214074	https://www.wikidata.org/wiki/Q214074	Claude Lorrain	painter from Lorraine	französischer Landschaftsmaler	https://upload.wikimedia.org/wikipedia/commons/4/42/Claude_Lorrain.jpg		118574450	1600-01-01T00:00:00Z	1682-11-23T00:00:00Z	Chamagne	48.408333333333,6.28	Rome	41.893055555556,12.482777777778
1323	http://purl.org/net7/korbo2/ite/m/1323		Lucan	Q188646	https://www.wikidata.org/wiki/Q188646	Lucan	Roman poet	römischer Dichter und Neffe Senecas	https://upload.wikimedia.org/wikipedia/commons/0/0d/Busto_de_Lucano%2C_Cordoba.JPG		118574701	0039-11-03T00:00:00Z	0065-04-30T00:00:00Z	Córdoba	37.883333333333,-4.7666666666667	Rome	41.893055555556,12.482777777778
